wallet_address,version
0xc04f402f482e3d5d6346c7568805468e29dca156,v3
0xaf61c4f66032b8437ad70d0328502e56d9bc6929,v3
0x75089ab5f839ba468426deeaf775feca2caae6ac,v3
0x382c8b84c0d88e7a7a5dea040dd177622515791b,v3
0x7a8520c1ab4be954a779432f76efcbc927c5bcb4,v3
0x7ca38bac0a7c2d603e0d877f2c16e6792d7e9ee5,v3
0xb01aaabf621e61738060c763a9862db9e8c455d8,v3
0x41bb9c112b3ab54ea23a8d7f2341975d1a80b037,v3
0xebf8ad9529c8acb0feee7843d05b964a7636ab53,v3
0x7dcdd93a07c80793fe3b131da7eda032c2b1ac21,v3
0x70ad26c087ab0650b3e84cd42fb220e1c45b8f51,v3
0xfcae8fbaabb5336d8f4ddd76e6542fd6b89be68e,v3
0x40e8b570e5339d7beca983a7f90926c7c3f38630,v3
0xa0020fe7c0a29adc00b985387f27f8333e3723f8,v3
0x80b553c141e7cb95fbef6c44cda86f3c8d98656d,v3
0x5e2eda615fe7360f415282abbcfcaef720207fb1,v3
0x721d12fc93f4e6509d388bf79ece34cdcb775d62,v3
0x8657b52c85539eb3843b679ff37cd2980e04d96f,v3
0x1ceca980e6ccbb736b5f6420b2bb3ba577255cb1,v3
0xe12bb245ae1398568d007e82bac622f555f2b07f,v3
0xbb12337664202ef3e8ec714ab278b619e3b03a08,v3
0xeaabd7f26248c6a7a3da0e696864cfc9f74ef84b,v3
0x25619981ba7872278615de45966bd7ce248f1553,v3
0x3aafea8e51999a80d3ce76e27b7cabbe2a48258c,v3
0x82eb9824937566d772b9d123a518b4f67f6a35fe,v3
0xc0858504d44ab02c7ecc79a103d4b14e457372a5,v3
0x807c0f83649ba86c63694acd650c390fb492f984,v3
0x58ba0576d279f140833df920f9fcfda4749c46ef,v3
0x4038dab7aaaf58bc3560d42075140e353927477f,v3
0x4d9e79fc1fa04ab392239427c66cd0637dcc558f,v3
0xa35d6dbad340bfd77b11e557e444442bd788f939,v3
0x94d41c35b5735b2c7c8861eeaa2ccc99a95c3b08,v3
0x2261e84b32f4c365464bfa54ef92a8c6a695fb74,v3
0x754b344896f461b74f04d9e34d68548faaa83723,v3
0xb382c14091e7c0d682599a1f1f62235cfef8a47d,v3
0x4e7fd9f8bc90cfb6d6037155706f85288d13ece7,v3
0x403d989dabe558344422b86f445d0f523e678c40,v3
0xee125956696224e0a9c60b6714f007d2d6414a4f,v3
0x4aafc9970c1bec6b63a0b97d0d957394b7b816e3,v3
0x2dcc98840a6c9cb8153922ea8c4641a193429a1d,v3
0x9c768177521c9a832b0f8567265ef02e89d0282e,v3
0xefdc0d063f05786568423cd3e14ccc106f421122,v3
0xbe5e8706e59bca8d13ecbb194995720ddb9c77a7,v3
0xf605ca35a5a842dff3c173d6a39252999b955d7e,v3
0xa17c9b2f3d581759f7be1ddcf46a84142e9148de,v3
0xa6740cecb6f10b2ade60c48a150a2ec3b453ade1,v3
0x225ab3195ad565aafd1b62b3641ae1ac1741ea33,v3
0x2d23d815aa3f1479864ef877d65aa3562d9ff17e,v3
0xc93ffb6ccfa0fbe215de35afb3c7020a76accb4b,v3
0x69daa47f4773121d58e28d73d4afaa6a2ad7b9cd,v3
0x5d24ca5564d6dd6989c7d2a4534ff4305970e082,v3
0x581e3406133f43297482df535801ef8638a24184,v3
0xb2f930934e2dc9cc8710bcd75505a2d222011bfe,v3
0x94513f8d5472b3a26e60b434e0b48f9f6d30ee21,v3
0xdead000000000000000042069420694206942069,v3
0x129ec4ec3dc214feafa408afe6c531747e81b0a2,v3
0x1092f0de83ea6a81928ee9ae0611f3ef97f944fe,v3
0xd57f8135af527a9d3652ae66d1602580fbbeeddc,v3
0xf12daa5e3d72c205577a5dc4fe5477426a2ea7fc,v3
0x0f766f759b1aaf98ef5ef48d7fcabc7a6a013921,v3
0x501783e585936116220b5028c4c22dc9fdb991bc,v3
0x827bb4fd138236ecffe6458185e523b88c6492e9,v3
0x0912599255958a88541b054cd823ea10355b76cf,v3
0x27a256a2d324eedac1635b8c273eae00ff25a14a,v3
0x16a281b6186874184bda0b30cb74a9a7badbed8a,v3
0x2eac09207d6e218a8224bcb5a7e22e4e836c1ddb,v3
0xb3b59f06d9b81a45e4b3c039ed39b4f97e924983,v3
0xbcc893fe7d203035b4e7d566db9f78946cbb5b04,v3
0x2b81cf00392506d1ccba003d400e32af8d0861a9,v3
0x4889cc52a7980e4486c9044619cee2d68b0c4cad,v3
0x33f643d57041f2fa57f28783c63276661d0e00db,v3
0xcfae0b76aab7ccd864d09766fcce71ede1b4e214,v3
0x6219be03301d44932dc56f0ce8bf4945db4ec781,v3
0x5f334542c54e8f7680fa5284aef689871a87b89c,v3
0xdfe372b09d258fe5a306a91f7ca4b895f5c8f353,v3
0x7174e7219e6034bdc0ab3810747dc41565112c12,v3
0x524cbb12ad0961a90e0229d808ab8577d1ba6180,v3
0xf1a74fc803f3bd88b8dc24711cebdb2965479e8b,v3
0x535eadc5003253feadd2d3c509edfc5283c385df,v3
0x124b41323c26013a25d8248eff532f1c4f0f23d4,v3
0xe4408553bedff3daa9bc18a9862bb55958de131f,v3
0x2321f82433eb5a36ad34642303ab64a529b386d5,v3
0x2c0f04027eda2b34c4b4f34c0695e47323ebafff,v3
0x8952f922db4502df5789cc198db7afd557177450,v3
0x8287352be6d961bc07dea3e93308ad32a94326a2,v3
0xc106da67c4a34648ed2915a72f142fdf3a6e4de9,v3
0xca35dea1a8429078a0a0e482b39d13af4a5ea294,v3
0x4be97ec3f1c6a386d5ddf2c0a72e98463bb107ad,v3
0xd53404b07557bb712ce56d0e35accf7f944f4844,v3
0xdc7c8afbb9bfe8acff88715689222abe575029bd,v3
0x8634a0f5370bb6db934978ba52dca9f48f03ba11,v3
0x4788aa3becbf5f7c9fd058372b4a3fc7c75df201,v3
0x4c2dc604c2d44803fb4481cc5283f7cbb462e4f0,v3
0x56af32d442821ad83fac7ddde576a403cb80a0b4,v3
0xee55b7d6a1b9a19ad801011310550add705ccdf1,v3
0xfae4ef838bcd36415afc34b4cf596c0b49855965,v3
0x4a621fef2bb5d7e07795814a493054b53020f9fd,v3
0x63ca3de924fa6c9bd5c1e61bb787ae804d504490,v3
0x3b8ea037356cfd867c2191fd11614fa97bab2772,v3
0xe3afe7af94d38b087b29a6ec7ae546c23b9a8c07,v3
0xdaa27d84ea816f28f4c420f7b0ad6a9998b7e305,v3
0x4fe9853c6809360540395eceffb177cc50da9a61,v3
0x91e9b882fc9dbed07cf2c86c479e4a6c23fd6699,v3
0x74cdda25cc6eace1b76576e65548a228778ee8af,v3
0xc58845770299b93ff997efe3918a3098abdc8ea8,v3
0xf06dbd5b330036bd5018eac94c9dd08bd6fb2c84,v3
0x506b0bbc499ef29bd09514e30eecfb01ad53a344,v3
0xcce853ecb829d914d119724761e3deb6ad982047,v3
0xd2c65fcbbad5ddb4d9847633ddfc016a365e9b98,v3
0x7fe86401944cfe2d15f2d7149373e1c73554546a,v3
0x968aba64a6e1ffa22c926f1c618a0d9a30d64df0,v3
0xf4787b355cec4ead546214f1d5009efa1e0015cc,v3
0x4271936a2fd403283c6cfb4c0c3c89430d0d4abd,v3
0x98729c03c4d5e820f5e8c45558ae07ae63f97461,v3
0x52b54cc9ff0555ae19930b0d27a035936357d298,v3
0x103b73cabfbd85c5461b532267401998a27f5b3b,v3
0xc14f4ff3f003ec297065221705b49bffdf46ed8b,v3
0xfc5f0e11ca268559913f74e4ec106e4e5f72afeb,v3
0x883cba1720977d4921ec7fdd82939738e500bbcf,v3
0x99e6322fd0b510c4676f2b71821d07a45c1fbfe9,v3
0x28f6a64ff611f2ef27ad8ab246c7c44720116acb,v3
0xd22e0e2eea61a70d23e48d3541796b313cba98e5,v3
0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,v3
0x2af834d769040952bae4b17bf8bf7ade7b3f5dd1,v3
0xe0d8421337707e423fdd0821db38f4bb0c272b5f,v3
0xc64ef1c4c8f417657c6e20b367a6bb4ac4fcb6d3,v3
0x22d97089c3f81c5d2d6b0347a91ba0f43e3e6dae,v3
0x517a83c2de108ac633212afe23d51aac3e50c86d,v3
0xce3701ae7ed956c1cbaf38032f73c27dd5cb2dad,v3
0xa4f480e254f09a7c15d6cea3f3d1c8d4c39f303e,v3
0xda14ffda9bb3dee1f7f1ece538bd5ba595aacc74,v3
0x9f694de6ddf6674d6a157e654db239470a642f8f,v3
0x569bd7e018b7a177e1655f0d94123482aaa7c951,v3
0xaba450ecaaa72e79c0191496ee8c1ff10ba60012,v3
0xeb827af5941f1eebb43c33a7848e233983b4c019,v3
0xe79b064af5c51cdfe4c7ce2ad00e4345a54a59e1,v3
0x7763d4ce482c35b59aa0fc48ae2eabd00f60b82e,v3
0x0122aff7a2da4facaef592765cfad0f15a79e853,v3
0x3f47a66ada01491c3d364599e5bcbf80a1a67092,v3
0x927165752a4ddf685f9d6ef21fd180b0f9bc7e03,v3
0x0306880dd759a6272395d7c98dca6e52be3377ac,v3
0xc69110a13fcd7a55a88cdbb04e3e45b536c98c62,v3
0x0540db24a0b7d9f1f70e915a1e4c4913cdd0e3e0,v3
0x8569fca4fb54ce58228992cda60bc920a574cf39,v3
0x12fdad652f1843fa83fc5ac79d1df9a141a70d85,v3
0xc23eef354eeafa70619a1a37f9139b9b09af826a,v3
0xb772565dfd2115a43b05779cba608cbb2d559508,v3
0xded59574f88b9c3f25706661e50561a40014cbef,v3
0xbcfdac68ad48139d68ddc060f4964afd9c7d8746,v3
0xa9d84e277459681f50d2ee8bc7871e5687626aa6,v3
0xaf6f7d7b54196bc78309a566d50a523241ee8ab9,v3
0xcb79f124259da8e60883e3da5cc8ab73c202ac66,v3
0x793cf10f2542ad8a98b5951f632bf8526bc2ac63,v3
0x7956ae6a46fee30729e9f08ea2fe21798f5e8a51,v3
0xdc2f48f5b303d7412aa5ab8e02a178534b560a18,v3
0xaa0dee58a36b72c774317eb5f71afb2a04c85527,v3
0x42fbdfa8f83013495f450aaebef0209b86ad3876,v3
0xbabf420188573324ccb3e8e7b03158a42376c5f2,v3
0x8241d2c5b1c5cd4f4b5551a3faf846cd841e9188,v3
0xcfeae868182aaff31799a72b92e5153cf46926f7,v3
0x3581894e32705917d4233d66fd5e464892300d1e,v3
0x7089e2169f336df2f86bbf6b10f0b79c40477efe,v3
0xf8414065a2b58a59bf51037d61ce3d11e5610180,v3
0x8a0a585bacc855d5bf1c3e9ed177290a0d63af38,v3
0x2c404c629b45943bbd7383d360ee1ebbf897f937,v3
0xfc5fc2bedea05dbb485a2bd4e319b207b1dc2d40,v3
0x88451864d58847ffdfed2e051a57916ed335d75b,v3
0xf318e8caf4e03653bf0c81a8538f7a6570090588,v3
0xf983ee695190d624f7c2e82897f941c0589ac2ea,v3
0xa98074a851b728c66f257e026e03af651cc72e4e,v3
0xf7d4b6734385fc89ed0209de38988e3156ab0ea4,v3
0x6c858c8501f3bba959f5f5ede4e8c49a5fbb0c7f,v3
0xb15c6d2c81222b5996f5f3624d5bc0d0dead4fdc,v3
0x202299e30be73ada07071eab447a6d7a7aaa509a,v3
0xbea18a6deeda5139000e4705d29375c3cc91febd,v3
0xc16e60bf10f6cc11adacf22b9d537f91fdd69bdb,v3
0x2b8f708f7c3322269c237621a58de8bdc64d2a6f,v3
0x618bc155d8ca02a7ef86a74b10a4dd0744a94e81,v3
0x5b6da57dcc092b4b9198616366143d1befc6c892,v3
0xa5240e0cc3e425c63378a78cd00160f7f6c9a87f,v3
0xbec73ba0817403cd11c11be891d671ea30443562,v3
0xa118065d7b09199fecaf3da0163e1854579f2d60,v3
0x19aa87c7ebaa7d7e58bbcf395999d9bafe57804f,v3
0xf8eb5538579ce4de03e4ba39d541e7ecdf8c5e70,v3
0xb650131a49cb1193a359c2674e3564eb366fcfaf,v3
0xa2038885297a474ee414308f4fb53327aa777c04,v3
0x624dbc58b885b3dbd7a8df731d70ec1c55cec50e,v3
0x2249442b705c1df4b83602d7f2763f8a9abb5be0,v3
0xd24e0a25b7a581d1adadd30c14b009047890e6f2,v3
0x6112285c73c8385defb50bee179573661084271e,v3
0x00be7c01e480c32c8abc8a991ea23b763268359b,v3
0x1ac1043ff71d557c1868cb82ba35ac78fba6710e,v3
0xecb9d2f25c42ec6e12374bb9fdbd6f6a55a19828,v3
0x3ef7bf350074efde3fd107ce38e652a10a5750f5,v3
0x8134ee988ef47c193cdeadac7d870024e72e405e,v3
0x664cb0e845d807af31928350001d02fddacfd590,v3
0x49b6fb0218428eb4e1e4fb083c595322c9ff4807,v3
0x06b06f338150219e27a890d07101d0dbef209777,v3
0x4de4a1491157a6088e249ff67c6312077371bdf7,v3
0x8ffa85a0c59cf23967eb31c060b2ca3a920276e1,v3
0x04bca112b2948ac46743f235e6f8e0c5dd3bd5f8,v3
0xe679d21696f2d833e1d92cf44f88a78e796756a3,v3
0xaae683950affd6fa8f4fef018616cddb1eff3bc9,v3
0x8669e1287f01ade2d0dc3d48da48d7ea9a1d1b25,v3
0xa8f5b0d363631274f5fc565da86d3ecb1ce2b0c9,v3
0x763ad28bc4436590fd61998561730b0f7790e955,v3
0x94a6ceb8c80b560f28c9048d40b994ea778c453f,v3
0x80d232a48a2d1ece21eae7657ca1e5c2dc62a281,v3
0x9526818a8f5d997652c213a28cc532cf6b709aa4,v3
0x00da972a32c522b02771520fb5e70fcb056927fb,v3
0x9f62f32829c7b11f749e691807758a7d42ddcf77,v3
0x428663bd8e8114df0495a29a7aa5a69041b812d9,v3
0x8e79ef9e545fa14e205d89970d50e7caa3456683,v3
0x67aa02e79d471f69d1ddc30d7d59557c83295587,v3
0x727abd02a79c57fd28bfd5f8d06502d5dc082cb9,v3
0xe13113da85536881aa9b74a9f139c20b9bdff189,v3
0xf594759ee62ea94982178d3e618734cca9ef0173,v3
0xd8c9d6b34a37851fd9f9e088b91c65cae2ca67fe,v3
0x0586fcc2d0d400596ff326f30debaa3a79e33c25,v3
0x93e76abaf4214c58fecdd5a2b6073616795cff11,v3
0x413a7570f9a322b1d91dacd83af9b9eca50c02aa,v3
0x5485d4bba888c637d6dfec87e02236c39872ce2d,v3
0x72cd919413980415345928f53f3ee09048b0fa19,v3
0xd236bad6a6825e620d7d1f0f17de2c2231f20ed1,v3
0xa44a4d09d2b0fd9e63ce3fa82ee545a2bbeaf298,v3
0xdcdcb505ef4ec5f781d1934eccb1ff257ef86d76,v3
0xf0ad5a4a1613ab0b8c82a8040ed139ec1a148009,v3
0xab74526ec56a061177b0d5c135958cfa4967ae67,v3
0x1a929b5d550c45ca8a0cfdb82f7c9c15fc278f31,v3
0xf9bd0476b637adf3fc3f677ada9c89336af7892d,v3
0x9af1025d4496b9339f568e6725da42b3acd35f96,v3
0xe17de8dca0a53736146b042ad0e575248e815e14,v3
0x1b4aa4ad0fa6cb4079ead2b0fb2239ae01f464b6,v3
0x672a318833ee156c3972c57c0ec6f933886dbe7f,v3
0xbf3d267d6937c0c2e9fd590c87c23a1764edfa1f,v3
0xef5c2fd73e55dde74334cea3171ce6cdc8824d52,v3
0x17466b61cffebe6670853c68e694e0897779e19d,v3
0xbadbabe81154fb7e06cdd8414614c4dce0d4b03d,v3
0x3c2f3ceb58c6aa504a9e650de8afe3ddc927fa73,v3
0x953ca4291c7af56b26fec37a34d407fec953b0d3,v3
0xd31b976c6816d29c850abe85c8e4d78fda37490f,v3
0xae966647652df54d0ccad4e75c358dc85c873628,v3
0x962a5f5f62a8f0e72849e44decbd1ba8ef4060af,v3
0x72df4feae5d8e3823f20c56964b41f63dff281e2,v3
0x9bb5a48878baa8bd884ecf6bdbc3812ca2bf9b9f,v3
0x6625eb32d2c7d21d7b54a9162ea0963a840bdfab,v3
0x917aa1fe4ee8154ce8c4eeb8f4768ba615245799,v3
0xff14fea57da18edd0ec5fc82e2625a6863e40641,v3
0x4aebede58bd4b92f3fa3d113e9514ca19cfc4f58,v3
0xf41faa2c6e16257c653ac2103602eb1e00bc3567,v3
0x8c2c8791926cdb52145dbdde0516dcd995c77a21,v3
0x5e25dc12c8ef7935fb7852373e25969aa7465fdd,v3
0x290c7c28c25027b601399aa90b44ec3d7cb64171,v3
0x84f4c801add05f3baf1d6294927143667d55f9cf,v3
0xbc66cf9e8b4b5e716b18f8c9459536528cca89b9,v3
0x9631b9fb4f256c8a0ab677712cbcd463307950ad,v3
0x2ed087297c56f469c033ff2188a5916f4478063c,v3
0x2fb0d07e38e0510f54aa74c6473c8078e901d1a1,v3
0xc7046bd04d0aae35183c8db590e029b116bc2aea,v3
